time,Sacr_x,Sacr_y,Sacr_z,LShoulder_x,LShoulder_y,LShoulder_z,LElbow_x,LElbow_y,LElbow_z,LWrist_x,LWrist_y,LWrist_z,RShoulder_x,RShoulder_y,RShoulder_z,RElbow_x,RElbow_y,RElbow_z,RWrist_x,RWrist_y,RWrist_z,LHip_x,LHip_y,LHip_z,LKnee_x,LKnee_y,LKnee_z,LAnkle_x,LAnkle_y,LAnkle_z,RHip_x,RHip_y,RHip_z,RKnee_x,RKnee_y,RKnee_z,RAnkle_x,RAnkle_y,RAnkle_z,min_x,max_x,min_y,max_y,min_z,max_z,walk_name,fps,start_frame
0.0,-0.0578429324328444,0.6497573035805115,4.104006767101674,-0.1941499512189706,0.9693824487107862,3.9188503009229407,-0.2662741316754422,0.7912443783151318,4.030212598084063,-0.2717895191695157,0.5983651647163135,4.0351309519334615,0.0985264131380859,0.98733748195395,3.9383410370978793,0.1592129586677371,0.8262269858114479,4.081706525252814,0.1600339659391494,0.6184492705173046,4.107599002481361,-0.1221337650838866,0.6408444111075717,4.072193257999844,-0.1736286252890121,0.4293448182408196,4.2207497126582725,-0.1723858484438261,0.2203706355477239,4.424984934320444,0.0072004920019114,0.6499408111002886,4.07968605517105,0.0306774589157587,0.3266472460204379,4.237711070250648,0.002882187016933,-0.0643028841970044,4.330243201477353,-0.2829695464479108,0.1600339659391494,-0.1335822188390548,1.1371494335521988,3.796298657971209,4.424984934320444,2023_01_01__12_00_00_ID_00_state_1,30,1
0.0333333333333333,-0.0529029803833412,0.6369681139232585,4.089393769334057,-0.1884901684031527,0.961466507946902,3.895634277928569,-0.2646681004410353,0.7916907984843247,4.023679444526553,-0.2639872716781007,0.5944608288939376,4.022852383342751,0.1110708920891621,0.9689005113446196,3.9189472675456942,0.1630485851247973,0.8205633693224428,4.062205224004699,0.1610290946505624,0.6057559413626176,4.091596091240296,-0.1173693578858219,0.6300961143085326,4.054596441260606,-0.1691938146043924,0.4115268684003955,4.2059962438933205,-0.1686637492019212,0.1604442725261889,4.452430673461103,0.0122413100755422,0.6349285394781062,4.06738336044037,0.0323425552007493,0.3113688351187352,4.228452037430435,0.0062710703235307,-0.0679802786588903,4.337861796477345,-0.2838208005527791,0.1630485851247973,-0.1400560829242011,1.131498000736885,3.778865182328793,4.452430673461103,2023_01_01__12_00_00_ID_00_state_1,30,1
0.0666666666666666,-0.0479613504755812,0.6307878060827115,4.072046203226457,-0.1817856274223855,0.9537994237778812,3.876559474012717,-0.2616726336030777,0.7888572441037212,4.01328501230331,-0.2571554506975637,0.5833253583805824,4.01110579374648,0.118475438893436,0.9582454206380362,3.902566700117136,0.1662615213181354,0.8171081446863394,4.04092162207204,0.159419467561608,0.5912877669133519,4.0800159979042725,-0.1127334680401675,0.6249682966407042,4.03601444332697,-0.166527460052699,0.3973881879434314,4.18143098024532,-0.170185556814099,0.133408535392337,4.447384140988803,0.0174408476395638,0.6277018975377736,4.051103851520453,0.038116996247512,0.3116979122621772,4.210897109368432,0.0085194695688789,-0.0658935528428186,4.33830180793942,-0.2755386454616148,0.1662615213181354,-0.1387128409870294,1.124354144580443,3.7630590815040295,4.447384140988803,2023_01_01__12_00_00_ID_00_state_1,30,1
0.1,-0.0452325008747752,0.6294149942942107,4.05439148047498,-0.1742172745186062,0.9465811966224515,3.86180516355084,-0.2584277170803986,0.783666069803435,3.999695381721876,-0.2529720265740608,0.5701415172012717,3.999974170091965,0.1210175153657341,0.9548665712673626,3.887120689733788,0.1652436677947527,0.8138225656414574,4.018405428392562,0.1562033146856583,0.5755385415716223,4.069892204854117,-0.1103096948113568,0.6230674696869322,4.019188563727568,-0.1660497397875368,0.3798882465110484,4.155134917147274,-0.1734386020761081,0.1264306772282328,4.417980140441876,0.0204880423800416,0.6268733835391683,4.03275454627501,0.0471337092245885,0.3297480679889725,4.186800040165603,0.0103094853228125,-0.0598859089199765,4.334093053412021,-0.2629930916714551,0.1652436677947527,-0.1323468850730819,1.1154916303233984,3.748168181130876,4.417980140441876,2023_01_01__12_00_00_ID_00_state_1,30,1
0.1333333333333333,-0.0454571616856484,0.6245837652040881,4.041298005592189,-0.1674913288562149,0.9393165427412798,3.848800663574141,-0.2547026356755134,0.7809030591474314,3.984824418454716,-0.2518464314962462,0.5676334299057972,3.9890738134475656,0.1233623154859508,0.9518128049379672,3.8703665320117127,0.1640994471718518,0.8134084110059465,3.997957712378886,0.1571720322278323,0.5687492398452864,4.055673382172336,-0.1106080851282047,0.6169552214649562,4.007785060382298,-0.1651636792945388,0.3520559338224246,4.139251849683376,-0.1708817154213122,0.1038751662214089,4.403607030753081,0.0203929520843532,0.6232273692891289,4.017794359382991,0.0531290162482067,0.3396277981042707,4.172770383103056,0.0131403826648948,-0.054696941842416,4.333868672322562,-0.2593285333740786,0.1640994471718518,-0.1288670555224924,1.10545030339999,3.7329073291397536,4.403607030753081,2023_01_01__12_00_00_ID_00_state_1,30,1
0.1666666666666666,-0.0460872361605704,0.612344761161186,4.033136450974874,-0.1635320382232711,0.9304037454371092,3.835399816299228,-0.2470303494811421,0.7803228260379427,3.968136199334536,-0.2521030121715141,0.5751682116380188,3.979515263552933,0.1288711061476317,0.9432626478628428,3.854519362779537,0.172019383037793,0.8203444304399706,3.980594105644464,0.1637725307141866,0.5801466066639431,4.036483529379343,-0.1112365581547712,0.6045144059030432,4.000796447223829,-0.161236808004285,0.3206306864899664,4.128492601004926,-0.1637265337554768,0.0604020646525222,4.415570941531611,0.0197952280568837,0.6112060346752917,4.007854702148558,0.0512403087240314,0.3127732697222901,4.182632815424239,0.0167216344509335,-0.0505707559012941,4.3405187886555,-0.2659807722370699,0.172019383037793,-0.1294660007298035,1.0941305087232858,3.717685497023864,4.415570941531611,2023_01_01__12_00_00_ID_00_state_1,30,1
0.2,-0.0450936411267416,0.5980294099882718,4.025268971146911,-0.1627405210017873,0.919135676532383,3.821750850404445,-0.2358155433921144,0.7717692260894136,3.950899431698028,-0.2520212906091829,0.5715518686635441,3.97293418137034,0.1356397738461843,0.9292390425912846,3.841805366171965,0.1810481868472615,0.8187478411907402,3.964558461740453,0.1676749855086067,0.5903826284762353,4.018650880967116,-0.1106597319451573,0.5914286338697545,3.993214257343747,-0.1567411086997249,0.2948368594240445,4.110572100456604,-0.1615496099625933,0.0201399879021912,4.417236259570958,0.0211985547548279,0.5958740752584897,3.9991685406145545,0.0448755624206131,0.263032641075391,4.203753634679239,0.0189152070507871,-0.0463857829051074,4.348058199592188,-0.2684214842764205,0.1810481868472615,-0.1297345335245633,1.0813473087693994,3.703380200576232,4.417236259570958,2023_01_01__12_00_00_ID_00_state_1,30,1
0.2333333333333333,-0.0431160791016709,0.5873486355893756,4.014878477134545,-0.1637082869087198,0.9077931132034266,3.810230298786456,-0.2287565749256556,0.7499417335572434,3.937802376907024,-0.2510000939458449,0.5448673157287621,3.965901052355025,0.1389025927506475,0.914680537623975,3.8298862768697415,0.1703008691459656,0.7811552687585243,3.95302685280288,0.1649149467166388,0.5638972007111686,4.011417598313407,-0.1096188560777799,0.581548340668719,3.982632474735999,-0.1563529367787232,0.2708576103111074,4.090105924321347,-0.1669823739060648,-0.0073473139032927,4.382524096492419,0.0240964471451159,0.5845014403310098,3.9888123647418414,0.0419476478283051,0.232396538974319,4.210018271369084,0.0187130956212866,-0.0445463114626634,4.350657079823774,-0.2591913746294152,0.1718741175591019,-0.129177177799263,1.0686713176291385,3.689378244443578,4.382524096492419,2023_01_01__12_00_00_ID_00_state_1,30,1
0.2666666666666666,-0.0416605097067243,0.5779809821457742,4.0042219589907,-0.1645112229691436,0.8989915007122184,3.801716165206589,-0.2306308651732364,0.7293414159568997,3.928938678048288,-0.2490736695043388,0.5191178346423292,3.9523543034659134,0.1371987661359844,0.9037915519673464,3.8150908659872655,0.1430756106715189,0.7189133392140672,3.950143261475322,0.1627165421465677,0.5066666194041975,4.011844637056205,-0.1091022763526852,0.5714575820526391,3.971762896459144,-0.1592203990253929,0.2436953379001279,4.080770549851513,-0.1717845523169286,-0.0353106992931402,4.330028697290471,0.0264749730503894,0.5756885003653026,3.978327808239282,0.0448532660022644,0.2325267932286941,4.198448779200551,0.0174526560897734,-0.0470279008919437,4.34963952505822,-0.2520712847015969,0.1781222728787497,-0.1316422082618729,1.0586011346528994,3.674755403998629,4.34963952505822,2023_01_01__12_00_00_ID_00_state_1,30,1
0.3,-0.0416791440362309,0.5655257680532952,3.9957623493580328,-0.1642985860027401,0.8914837863308617,3.7915606356811296,-0.2357646597094925,0.7283365847607035,3.918581360446716,-0.2471495017585469,0.5219583344037956,3.934772439436224,0.1338470503179276,0.8952430892989166,3.797437272987805,0.1310850678895747,0.687366936680122,3.946562007410416,0.1608566360920502,0.4723671582432199,4.000187863514998,-0.1095713963843597,0.5583226325202109,3.963459676091456,-0.1601754812403672,0.2207260362815816,4.080151124640411,-0.171478360413851,-0.0707933323010661,4.280538785165807,0.0268856747381803,0.5637346648864694,3.96952198068864,0.0486478466360301,0.2366943893487862,4.1887716599015645,0.0164156116763394,-0.0520521975365927,4.349971767035257,-0.2597035364279482,0.1691242753051878,-0.1432851284213573,1.0513993459620654,3.660030609915921,4.349971767035257,2023_01_01__12_00_00_ID_00_state_1,30,1
