time,Nose_x,Nose_y,Nose_conf,LEye_x,LEye_y,LEye_conf,REye_x,REye_y,REye_conf,LEar_x,LEar_y,LEar_conf,REar_x,REar_y,REar_conf,LShoulder_x,LShoulder_y,LShoulder_conf,RShoulder_x,RShoulder_y,RShoulder_conf,LElbow_x,LElbow_y,LElbow_conf,RElbow_x,RElbow_y,RElbow_conf,LWrist_x,LWrist_y,LWrist_conf,RWrist_x,RWrist_y,RWrist_conf,LHip_x,LHip_y,LHip_conf,RHip_x,RHip_y,RHip_conf,LKnee_x,LKnee_y,LKnee_conf,RKnee_x,RKnee_y,RKnee_conf,LAnkle_x,LAnkle_y,LAnkle_conf,RAnkle_x,RAnkle_y,RAnkle_conf,x_min,x_max,y_min,y_max,walk_name,fps,start_frame
0.0,740.6417846679688,394.40301513671875,0.9083600640296936,746.920166015625,384.98541259765625,0.8859789371490479,734.3633422851562,388.1246337890625,0.9196283221244812,759.4769897460938,391.2638244628906,0.8272359371185303,724.94580078125,394.40301513671875,0.81089186668396,784.590576171875,438.351806640625,0.8312159180641174,712.3889770507812,444.6302185058594,0.8486489653587341,800.2865600585938,488.5789794921875,0.8860931992530823,699.8322143554688,501.1357727050781,0.842479407787323,809.7041625976562,538.80615234375,0.8123021125793457,693.5537719726562,554.5021362304688,0.8739003539085388,781.4513549804688,560.7805786132812,0.7670379877090454,737.5025634765625,563.9197387695312,0.760012149810791,790.8689575195312,642.3997192382812,0.8230109810829163,750.0593872070312,645.5388793945312,0.8349394202232361,797.1473388671875,714.6012573242188,0.798295795917511,759.4769897460938,717.7404174804688,0.79891437292099,693.5537719726562,809.7041625976562,384.98541259765625,717.7404174804688,2023_08_02__16_33_30_ID_00_state_2__alphapose,30,1
0.03333333333333333,740.4202270507812,393.5108642578125,0.9055659770965576,746.6718139648438,387.2592468261719,0.8972329497337341,734.1685791015625,387.2592468261719,0.9183810353279114,759.175048828125,390.38507080078125,0.8357414603233337,724.7911987304688,393.5108642578125,0.7842610478401184,784.1815185546875,440.3979797363281,0.8394174575805664,712.2879638671875,443.5237731933594,0.8574736714363098,799.810546875,490.410888671875,0.8838793039321899,699.7847290039062,499.788330078125,0.8560099601745605,809.1879272460938,540.423828125,0.8050441741943359,693.5330810546875,556.0528564453125,0.8480138182640076,781.0557250976562,559.1786499023438,0.7522121667861938,737.2943725585938,565.4302368164062,0.76385098695755,790.4331665039062,643.575439453125,0.8209868669509888,749.7976684570312,646.7012329101562,0.8237775564193726,799.810546875,715.468994140625,0.7864816188812256,759.175048828125,718.5947875976562,0.787410318851471,693.5330810546875,809.1879272460938,387.2592468261719,718.5947875976562,2023_08_02__16_33_30_ID_00_state_2__alphapose,30,1
0.06666666666666667,742.534912109375,391.94464111328125,0.8951696157455444,748.8876342773438,385.5919189453125,0.8900647759437561,733.0057983398438,388.7682800292969,0.9435862302780151,758.416748046875,388.7682800292969,0.8566082715988159,726.6531372070312,395.1210021972656,0.7283455729484558,783.82763671875,439.5901184082031,0.8187182545661926,710.7713012695312,445.9428405761719,0.8587826490402222,799.70947265625,490.41192626953125,0.8892462253570557,698.0658569335938,499.9410095214844,0.8622954487800598,809.2385864257812,541.2337036132812,0.8066876530647278,691.7130737304688,553.939208984375,0.9127914905548096,783.82763671875,563.4683227539062,0.762492835521698,736.1821899414062,566.6446533203125,0.7453346252441406,790.1803588867188,642.8773803710938,0.8446606397628784,752.0640258789062,646.0537719726562,0.8615465760231018,799.70947265625,712.7573852539062,0.7770190238952637,761.5930786132812,715.9337158203125,0.7918548583984375,691.7130737304688,809.2385864257812,385.5919189453125,715.9337158203125,2023_08_02__16_33_30_ID_00_state_2__alphapose,30,1
0.1,742.543212890625,391.2649230957031,0.8818438649177551,748.9346923828125,384.87347412109375,0.8767298460006714,732.9560546875,388.0691833496094,0.9265961050987244,758.5219116210938,388.0691833496094,0.8489391803741455,726.5645751953125,394.46063232421875,0.7409275770187378,784.0877075195312,439.20086669921875,0.825600266456604,710.5859375,445.59234619140625,0.8582270741462708,800.06640625,490.33258056640625,0.8750643134117126,697.8030395507812,499.9197692871094,0.8612121939659119,809.653564453125,544.6600341796875,0.822253406047821,694.6072387695312,551.0514526367188,0.9198414087295532,780.8920288085938,560.6386108398438,0.7710790634155273,736.1517944335938,567.0300903320312,0.7450158596038818,790.4791870117188,643.7276611328125,0.8524144887924194,748.9346923828125,646.9234008789062,0.8446016311645508,796.8706665039062,714.0337524414062,0.7879648804664612,758.5219116210938,714.0337524414062,0.7959428429603577,694.6072387695312,809.653564453125,384.87347412109375,714.0337524414062,2023_08_02__16_33_30_ID_00_state_2__alphapose,30,1
0.13333333333333333,742.0505981445312,390.586669921875,0.9093371033668518,748.4828491210938,384.1544189453125,0.9021077752113342,732.4021606445312,387.37054443359375,0.9390431642532349,758.1312255859375,387.37054443359375,0.8578982949256897,725.9699096679688,393.80279541015625,0.7444270849227905,783.8602294921875,438.82855224609375,0.8274909853935242,709.8892822265625,445.2608337402344,0.8727829456329346,799.9408569335938,490.28662109375,0.8818981647491455,697.0247802734375,499.93499755859375,0.8479976058006287,809.5892333984375,541.74462890625,0.8255780935287476,693.8086547851562,551.3930053710938,0.8738257884979248,780.6441040039062,561.0414428710938,0.7753405570983887,735.6183471679688,564.2575073242188,0.7521490454673767,790.29248046875,641.444580078125,0.8549892902374268,748.4828491210938,644.6607055664062,0.8298431038856506,799.9408569335938,712.1993408203125,0.7966499328613281,758.1312255859375,715.4154663085938,0.7942122220993042,693.8086547851562,809.5892333984375,384.1544189453125,715.4154663085938,2023_08_02__16_33_30_ID_00_state_2__alphapose,30,1
0.16666666666666666,741.5393676757812,393.7869873046875,0.9062126278877258,747.958251953125,384.1586608886719,0.8959225416183472,731.9110107421875,387.36810302734375,0.934239387512207,757.5866088867188,387.36810302734375,0.8468602299690247,725.4921264648438,393.7869873046875,0.7347034215927124,783.2621459960938,438.71923828125,0.8236427307128906,709.4448852539062,445.1381530761719,0.8702788352966309,799.3093872070312,490.07037353515625,0.8923376798629761,699.8165893554688,499.69873046875,0.8363367915153503,808.9376831054688,541.4215087890625,0.8349369168281555,696.6071166992188,551.0498657226562,0.8715707063674927,780.0526733398438,560.67822265625,0.7587018013000488,735.1204223632812,567.0971069335938,0.7429539561271667,789.6810913085938,640.9143676757812,0.8481835126876831,747.958251953125,647.333251953125,0.8393610119819641,796.0999145507812,711.5221557617188,0.7991473078727722,757.5866088867188,714.7316284179688,0.7998095750808716,696.6071166992188,808.9376831054688,384.1586608886719,714.7316284179688,2023_08_02__16_33_30_ID_00_state_2__alphapose,30,1
0.2,740.5184936523438,389.9143371582031,0.9281679391860962,746.8721923828125,383.5606384277344,0.9389390349388123,734.164794921875,386.73748779296875,0.9086499214172363,759.57958984375,389.9143371582031,0.7896098494529724,724.6342163085938,393.0911865234375,0.8092041611671448,781.8175048828125,437.56707763671875,0.8271896839141846,711.9268188476562,443.9207763671875,0.8625773787498474,797.7017822265625,488.39666748046875,0.8800789713859558,699.2194213867188,494.7503662109375,0.8331424593925476,807.2322998046875,539.2262573242188,0.8087621927261353,696.0425415039062,548.7568359375,0.8645737171173096,778.6406860351562,555.1105346679688,0.768833577632904,734.164794921875,561.4642333984375,0.7521398663520813,788.1712036132812,640.8854370117188,0.8468313217163086,746.8721923828125,644.0623168945312,0.8106616735458374,797.7017822265625,713.9530029296875,0.7696188688278198,759.57958984375,713.9530029296875,0.8016354441642761,696.0425415039062,807.2322998046875,383.5606384277344,713.9530029296875,2023_08_02__16_33_30_ID_00_state_2__alphapose,30,1
0.23333333333333334,740.0296020507812,389.9313659667969,0.9298597574234009,746.3626708984375,383.5982666015625,0.9413543939590454,733.6964721679688,386.76483154296875,0.9172081351280212,759.0288696289062,389.9313659667969,0.8062201738357544,724.1968383789062,393.097900390625,0.7898648381233215,781.1946411132812,437.4295654296875,0.8110817074775696,711.5307006835938,443.76263427734375,0.8596992492675781,797.0274047851562,488.0942687988281,0.8756297826766968,698.864501953125,494.4273681640625,0.8321947455406189,806.5270385742188,538.7589721679688,0.7854847311973572,695.6979370117188,548.2586059570312,0.8593567609786987,781.1946411132812,557.7582397460938,0.7745128273963928,733.6964721679688,560.9248046875,0.7718174457550049,787.5277709960938,640.0884399414062,0.8489956855773926,746.3626708984375,643.2549438476562,0.8223632574081421,797.0274047851562,712.9188842773438,0.7763159275054932,759.0288696289062,712.9188842773438,0.804676353931427,695.6979370117188,806.5270385742188,383.5982666015625,712.9188842773438,2023_08_02__16_33_30_ID_00_state_2__alphapose,30,1
0.26666666666666666,740.10498046875,391.97930908203125,0.9117379188537598,746.4234619140625,385.66082763671875,0.9493640661239624,733.7864990234375,385.66082763671875,0.9006567001342773,759.0604858398438,388.820068359375,0.8141183853149414,724.3087768554688,391.97930908203125,0.7872810959815979,781.1752319335938,439.3680114746094,0.8062066435813904,711.6717529296875,442.52728271484375,0.8602713942527771,796.971435546875,486.7567138671875,0.8584302663803101,699.0347900390625,496.2344665527344,0.8412476778030396,806.4491577148438,537.3046875,0.8071871399879456,695.8755493164062,546.7824096679688,0.8681710362434387,778.0159301757812,559.41943359375,0.7818124890327454,733.7864990234375,562.5786743164062,0.7667912840843201,787.4937133789062,641.5598754882812,0.8186635375022888,746.4234619140625,644.7190551757812,0.8403129577636719,796.971435546875,711.063232421875,0.7904865145683289,759.0604858398438,714.2225341796875,0.8015798330307007,695.8755493164062,806.4491577148438,385.66082763671875,714.2225341796875,2023_08_02__16_33_30_ID_00_state_2__alphapose,30,1
0.3,740.4661865234375,388.7327880859375,0.9212655425071716,746.7612915039062,382.43768310546875,0.9330952167510986,731.0234985351562,385.585205078125,0.9103755354881287,759.3515014648438,388.7327880859375,0.7807143330574036,724.7283935546875,391.88031005859375,0.8574854731559753,781.3843994140625,435.94610595703125,0.8137190937995911,708.9906616210938,442.2412109375,0.8622125387191772,797.1221313476562,489.4544982910156,0.8526478409767151,696.4004516601562,495.7496032714844,0.8355249166488647,806.5648193359375,539.8153686523438,0.8217500448226929,696.4004516601562,546.1104736328125,0.8599914908409119,778.23681640625,558.70068359375,0.7649020552635193,731.0234985351562,561.8482055664062,0.749057948589325,787.6795043945312,640.537109375,0.8266218304634094,746.7612915039062,643.6846313476562,0.8315549492835999,793.974609375,712.9308471679688,0.788244903087616,759.3515014648438,712.9308471679688,0.7752506732940674,696.4004516601562,806.5648193359375,382.43768310546875,712.9308471679688,2023_08_02__16_33_30_ID_00_state_2__alphapose,30,1
